Epoch,LR,Train_Loss,Train_Seg_Loss,Train_Heatmap_Loss,Train_Seg_IoU,Train_Seg_Precision,Train_Seg_Recall,Train_Seg_F1,Train_Heatmap_IoU,Train_Heatmap_Precision,Train_Heatmap_Recall,Train_Heatmap_F1,Val_Loss,Val_Seg_Loss,Val_Heatmap_Loss,Val_Seg_IoU,Val_Seg_Precision,Val_Seg_Recall,Val_Seg_F1,Val_Heatmap_IoU,Val_Heatmap_Precision,Val_Heatmap_Recall,Val_Heatmap_F1,Val_ARCADE_Polygon_Instance_F1
99,0.00000000,0.508873,0.508873,0.000000,0.397490,0.481253,0.704359,0.536218,,,,,0.489438,0.489438,0.000000,0.408479,0.488592,0.744077,0.555174,,,,,0.337683
100,0.00000000,0.505079,0.505079,0.000000,0.402938,0.490155,0.707246,0.542289,,,,,0.490995,0.490995,0.000000,0.408127,0.489697,0.738327,0.554267,,,,,0.336723
101,0.00000000,0.510755,0.510755,0.000000,0.395023,0.476397,0.709021,0.533321,,,,,0.491007,0.491007,0.000000,0.405485,0.481603,0.746049,0.551446,,,,,0.330989
102,0.00000000,0.504021,0.504021,0.000000,0.401257,0.485556,0.712203,0.540896,,,,,0.490991,0.490991,0.000000,0.407522,0.487140,0.739831,0.553395,,,,,0.334236
103,0.00000000,0.501443,0.501443,0.000000,0.404605,0.487282,0.713722,0.543362,,,,,0.490989,0.490989,0.000000,0.408142,0.489374,0.738835,0.554259,,,,,0.337750
104,0.00000000,0.511021,0.511021,0.000000,0.395984,0.476550,0.706256,0.534470,,,,,0.492488,0.492488,0.000000,0.409449,0.495840,0.729073,0.555305,,,,,0.334303
105,0.00000000,0.507169,0.507169,0.000000,0.397865,0.482410,0.709280,0.538579,,,,,0.491769,0.491769,0.000000,0.408404,0.491112,0.734706,0.554075,,,,,0.333206
106,0.00000000,0.503280,0.503280,0.000000,0.400593,0.481994,0.712656,0.540657,,,,,0.492285,0.492285,0.000000,0.408005,0.491927,0.733811,0.554148,,,,,0.341192
107,0.00000000,0.507464,0.507464,0.000000,0.397670,0.481372,0.703899,0.537268,,,,,0.489647,0.489647,0.000000,0.408732,0.489905,0.742984,0.555494,,,,,0.339846
108,0.00000000,0.509854,0.509854,0.000000,0.397559,0.481820,0.701529,0.534896,,,,,0.492619,0.492619,0.000000,0.409853,0.497465,0.727200,0.555801,,,,,0.338365
109,0.00000000,0.506611,0.506611,0.000000,0.398475,0.483409,0.709552,0.537904,,,,,0.491756,0.491756,0.000000,0.408074,0.491549,0.735929,0.554226,,,,,0.335028
110,0.00000000,0.507044,0.507044,0.000000,0.398537,0.482994,0.712243,0.538344,,,,,0.490280,0.490280,0.000000,0.404118,0.477345,0.754330,0.550605,,,,,0.334495
111,0.00000000,0.503864,0.503864,0.000000,0.400135,0.482083,0.714230,0.539840,,,,,0.492174,0.492174,0.000000,0.409578,0.496146,0.729196,0.555455,,,,,0.337140
112,0.00000000,0.505017,0.505017,0.000000,0.400402,0.482203,0.710775,0.539297,,,,,0.490808,0.490808,0.000000,0.408196,0.489636,0.738828,0.554478,,,,,0.336101
113,0.00000000,0.510535,0.510535,0.000000,0.394828,0.474720,0.706384,0.533721,,,,,0.491317,0.491317,0.000000,0.405799,0.483108,0.744251,0.551732,,,,,0.332017
114,0.00000000,0.505785,0.505785,0.000000,0.398225,0.481780,0.714843,0.539766,,,,,0.492053,0.492053,0.000000,0.407023,0.487529,0.737627,0.552871,,,,,0.334082
115,0.00000000,0.504809,0.504809,0.000000,0.402557,0.488435,0.708865,0.541290,,,,,0.491740,0.491740,0.000000,0.406449,0.485941,0.740667,0.552505,,,,,0.334675
116,0.00000000,0.504417,0.504417,0.000000,0.399084,0.479812,0.715119,0.539086,,,,,0.490777,0.490777,0.000000,0.407969,0.488890,0.739631,0.554228,,,,,0.335158
117,0.00000000,0.504386,0.504386,0.000000,0.399935,0.481807,0.713029,0.539578,,,,,0.491111,0.491111,0.000000,0.407493,0.488256,0.740639,0.553620,,,,,0.338209
118,0.00000000,0.503869,0.503869,0.000000,0.401718,0.483564,0.714047,0.540880,,,,,0.491714,0.491714,0.000000,0.408488,0.491767,0.735085,0.554547,,,,,0.336371
119,0.00000000,0.515793,0.515793,0.000000,0.387856,0.468701,0.704460,0.527129,,,,,0.492457,0.492457,0.000000,0.404988,0.482500,0.742299,0.550792,,,,,0.334040
120,0.00000000,0.510397,0.510397,0.000000,0.397071,0.481512,0.704037,0.534943,,,,,0.490536,0.490536,0.000000,0.408094,0.487771,0.740132,0.553939,,,,,0.337089
121,0.00000000,0.511769,0.511769,0.000000,0.395747,0.478619,0.702774,0.533590,,,,,0.491248,0.491248,0.000000,0.408204,0.491496,0.738392,0.554621,,,,,0.337287
122,0.00000000,0.504308,0.504308,0.000000,0.400249,0.483394,0.710240,0.539950,,,,,0.489552,0.489552,0.000000,0.405504,0.480268,0.753457,0.552115,,,,,0.332342
123,0.00000000,0.508095,0.508095,0.000000,0.397627,0.482904,0.705327,0.536562,,,,,0.491781,0.491781,0.000000,0.409841,0.495751,0.730195,0.555797,,,,,0.336084
124,0.00000000,0.506159,0.506159,0.000000,0.398714,0.479714,0.714553,0.538266,,,,,0.491962,0.491962,0.000000,0.409344,0.495326,0.731041,0.555484,,,,,0.336156
